"","subnum","food1","food2","food3","answer","rt"
"2883","sub-252","apple_3","chocolate_candy_4","ice_cream_1","apple_3",6220
"2884","sub-252","gummy_bear_3","crepe_2","grilled_cheese_4","grilled_cheese_4",8739
"2885","sub-252","raspberry_2","soup_7","chips_1","soup_7",6658
"2886","sub-252","apple_3","strawberry_1","bacon_2","bacon_2",4959
"2887","sub-252","soup_7","muffin_8","onion_ring_2","soup_7",7860
"2889","sub-252","watermelon_6","potato_6","squash_6","watermelon_6",6939
"2890","sub-252","candy_cane_5","gummy_bear_3","bacon_2","bacon_2",4818
"2891","sub-252","cake_7","cinnamon_roll_7","cookie_7","cake_7",11579
"2893","sub-252","potato_6","tomato_1","hot_dog_3","hot_dog_3",13882
"2894","sub-252","hot_dog_3","onion_ring_2","sausage_1","onion_ring_2",10270
"2895","sub-252","potato_6","chocolate_candy_4","doughnut_6","potato_6",5949
"2896","sub-252","raspberry_2","grilled_cheese_4","sausage_1","raspberry_2",17732
"2897","sub-252","apple_3","tomato_1","bacon_2","bacon_2",7317
"2898","sub-252","squash_6","cinnamon_roll_7","hot_dog_3","squash_6",12113
"2899","sub-252","potato_6","muffin_8","mac_and_cheese_7","muffin_8",50979
"2900","sub-252","apple_3","rice_5","sausage_1","apple_3",4597
"2901","sub-252","strawberry_1","bean_8","mushroom_8","bean_8",7189
"2902","sub-252","mushroom_8","cake_7","mac_and_cheese_7","mushroom_8",12475
"2903","sub-252","jelly_bean_7","cauliflower_3","grilled_cheese_4","cauliflower_3",18397
"2905","sub-303","popsicle_2","crepe_2","chips_1","chips_1",12964
"2906","sub-303","jelly_bean_7","bean_8","french_fries_5","bean_8",4671
"2907","sub-303","candy_cane_5","strawberry_1","hot_dog_3","hot_dog_3",2466
"2908","sub-303","bean_8","mushroom_8","tomato_1","bean_8",3369
"2909","sub-303","raspberry_2","squash_6","fried_chicken_7","fried_chicken_7",3585
"2910","sub-303","raspberry_2","chocolate_candy_4","muffin_8","chocolate_candy_4",3145
"2911","sub-303","gummy_bear_3","potato_6","sausage_1","gummy_bear_3",4452
"2912","sub-303","candy_cane_5","gummy_bear_3","watermelon_6","gummy_bear_3",3220
"2914","sub-303","candy_cane_5","chocolate_candy_4","chips_1","chips_1",5212
"2915","sub-303","potato_6","soup_7","chips_1","chips_1",5683
"2916","sub-303","broccoli_7","potato_6","rice_5","potato_6",3966
"2917","sub-303","cauliflower_3","cake_7","chocolate_candy_4","cauliflower_3",4199
"2918","sub-303","broccoli_7","potato_6","mac_and_cheese_7","mac_and_cheese_7",3301
"2919","sub-303","cauliflower_3","ice_cream_1","grilled_cheese_4","ice_cream_1",4877
"2920","sub-303","candy_cane_5","squash_6","chips_1","squash_6",3652
"2921","sub-303","raspberry_2","tomato_1","bacon_2","bacon_2",2686
"2922","sub-303","pineapple_6","strawberry_1","french_fries_5","french_fries_5",2255
"2923","sub-303","gummy_bear_3","onion_ring_2","sausage_1","gummy_bear_3",2846
"2924","sub-303","apple_3","fried_chicken_7","hot_dog_3","apple_3",4736
"2925","sub-303","chocolate_candy_4","hot_dog_3","sausage_1","chocolate_candy_4",3603
"2926","sub-304","candy_cane_5","mushroom_8","cookie_7","mushroom_8",14400
"2928","sub-304","popsicle_2","raspberry_2","cauliflower_3","popsicle_2",4168
"2929","sub-304","watermelon_6","onion_ring_2","sausage_1","watermelon_6",4341
"2930","sub-304","watermelon_6","chocolate_candy_4","chips_1","watermelon_6",3999
"2931","sub-304","raspberry_2","potato_6","cake_7","cake_7",6319
"2932","sub-304","soup_7","cake_7","doughnut_6","soup_7",4429
"2933","sub-304","cake_7","muffin_8","chips_1","chips_1",4503
"2934","sub-304","tomato_1","ice_cream_1","muffin_8","tomato_1",2871
"2935","sub-304","cauliflower_3","cake_7","cookie_7","cauliflower_3",3545
"2936","sub-304","cookie_7","crepe_2","hot_dog_3","hot_dog_3",8079
"2937","sub-304","pie_4","bacon_2","onion_ring_2","pie_4",2694
"2938","sub-304","watermelon_6","bean_8","crepe_2","watermelon_6",19405
"2939","sub-304","gummy_bear_3","bacon_2","fried_chicken_7","gummy_bear_3",2538
"2940","sub-304","candy_cane_5","popsicle_2","fried_chicken_7","fried_chicken_7",1920
"2941","sub-304","cauliflower_3","grilled_cheese_4","sausage_1","cauliflower_3",3683
"2942","sub-304","raspberry_2","mushroom_8","potato_6","raspberry_2",4965
"2943","sub-304","watermelon_6","bean_8","chips_1","watermelon_6",1767
"2944","sub-304","raspberry_2","squash_6","onion_ring_2","onion_ring_2",5536
"2946","sub-304","gummy_bear_3","bacon_2","mac_and_cheese_7","gummy_bear_3",4948
"2947","sub-304","raspberry_2","grilled_cheese_4","onion_ring_2","raspberry_2",3468
"2970","sub-305","gummy_bear_3","french_fries_5","onion_ring_2","gummy_bear_3",3221
"2971","sub-305","jelly_bean_7","muffin_8","mac_and_cheese_7","mac_and_cheese_7",8869
"2972","sub-305","rice_5","chocolate_candy_4","onion_ring_2","chocolate_candy_4",3325
"2973","sub-305","jelly_bean_7","raspberry_2","chocolate_candy_4","raspberry_2",1702
"2974","sub-305","potato_6","tomato_1","grilled_cheese_4","grilled_cheese_4",4135
"2975","sub-305","jelly_bean_7","chips_1","french_fries_5","jelly_bean_7",1966
"2976","sub-305","chocolate_candy_4","bacon_2","onion_ring_2","chocolate_candy_4",1719
"2977","sub-305","jelly_bean_7","crepe_2","mac_and_cheese_7","jelly_bean_7",2071
"2978","sub-305","popsicle_2","cauliflower_3","fried_chicken_7","popsicle_2",8454
"2980","sub-305","apple_3","popsicle_2","mushroom_8","mushroom_8",3510
"2981","sub-305","popsicle_2","broccoli_7","potato_6","popsicle_2",1605
"2982","sub-305","candy_cane_5","raspberry_2","bacon_2","bacon_2",2758
"2984","sub-305","potato_6","rice_5","doughnut_6","potato_6",4581
"2985","sub-305","soup_7","chocolate_candy_4","doughnut_6","chocolate_candy_4",2862
"2986","sub-305","jelly_bean_7","cauliflower_3","crepe_2","cauliflower_3",3190
"2987","sub-305","watermelon_6","rice_5","cake_7","rice_5",6878
"2988","sub-305","cinnamon_roll_7","bacon_2","fried_chicken_7","cinnamon_roll_7",3070
"2989","sub-305","pineapple_6","tomato_1","crepe_2","tomato_1",4535
"2990","sub-305","apple_3","cake_7","cookie_7","apple_3",2462
"2991","sub-305","watermelon_6","cauliflower_3","mushroom_8","watermelon_6",1829
"2992","sub-306","pineapple_6","popsicle_2","squash_6","popsicle_2",26254
"2993","sub-306","cookie_7","pie_4","french_fries_5","cookie_7",10969
"2994","sub-306","gummy_bear_3","potato_6","doughnut_6","gummy_bear_3",9329
"2995","sub-306","jelly_bean_7","rice_5","sausage_1","jelly_bean_7",6384
"2996","sub-306","raspberry_2","cauliflower_3","mac_and_cheese_7","cauliflower_3",4308
"2997","sub-306","soup_7","ice_cream_1","muffin_8","soup_7",2784
"2998","sub-306","watermelon_6","bean_8","mushroom_8","watermelon_6",2409
"2999","sub-306","mushroom_8","cookie_7","pie_4","mushroom_8",3107
"3000","sub-306","tomato_1","pie_4","mac_and_cheese_7","mac_and_cheese_7",2378
"3002","sub-306","cauliflower_3","rice_5","chocolate_candy_4","chocolate_candy_4",2358
"3004","sub-306","candy_cane_5","gummy_bear_3","bean_8","candy_cane_5",2571
"3005","sub-306","rice_5","chocolate_candy_4","chips_1","chocolate_candy_4",4020
"3006","sub-306","pineapple_6","pie_4","mac_and_cheese_7","pineapple_6",2977
"3007","sub-306","jelly_bean_7","cinnamon_roll_7","mac_and_cheese_7","jelly_bean_7",3507
"3008","sub-306","popsicle_2","mushroom_8","squash_6","popsicle_2",1714
"3009","sub-306","bacon_2","fried_chicken_7","mac_and_cheese_7","mac_and_cheese_7",3592
"3010","sub-306","bean_8","potato_6","sausage_1","bean_8",4685
"3011","sub-306","chocolate_candy_4","ice_cream_1","sausage_1","sausage_1",3096
"3012","sub-306","apple_3","tomato_1","muffin_8","muffin_8",3378
"3013","sub-306","ice_cream_1","fried_chicken_7","sausage_1","ice_cream_1",2829
"3036","sub-307","gummy_bear_3","watermelon_6","tomato_1","gummy_bear_3",4119
"3037","sub-307","watermelon_6","broccoli_7","cinnamon_roll_7","cinnamon_roll_7",2015
"3038","sub-307","candy_cane_5","chocolate_candy_4","french_fries_5","french_fries_5",2816
"3039","sub-307","french_fries_5","mac_and_cheese_7","sausage_1","french_fries_5",5249
"3040","sub-307","rice_5","tomato_1","chips_1","chips_1",4138
"3041","sub-307","pineapple_6","pie_4","bacon_2","bacon_2",2014
"3042","sub-307","soup_7","doughnut_6","fried_chicken_7","soup_7",2565
"3043","sub-307","gummy_bear_3","potato_6","cookie_7","potato_6",3121
"3045","sub-307","chocolate_candy_4","cookie_7","mac_and_cheese_7","mac_and_cheese_7",2232
"3046","sub-307","bean_8","soup_7","chips_1","soup_7",5928
"3047","sub-307","watermelon_6","crepe_2","pie_4","watermelon_6",4123
"3048","sub-307","popsicle_2","french_fries_5","fried_chicken_7","popsicle_2",2640
"3049","sub-307","jelly_bean_7","cake_7","chocolate_candy_4","cake_7",6231
"3050","sub-307","mushroom_8","crepe_2","grilled_cheese_4","mushroom_8",3975
"3051","sub-307","squash_6","bacon_2","hot_dog_3","squash_6",3280
"3053","sub-307","pineapple_6","cinnamon_roll_7","muffin_8","pineapple_6",2690
"3054","sub-307","raspberry_2","strawberry_1","squash_6","squash_6",1636
"3055","sub-307","pineapple_6","muffin_8","bacon_2","pineapple_6",6735
"3056","sub-307","broccoli_7","chocolate_candy_4","mac_and_cheese_7","chocolate_candy_4",4549
"3057","sub-307","strawberry_1","pie_4","fried_chicken_7","fried_chicken_7",1709
"3059","sub-308","gummy_bear_3","rice_5","cake_7","rice_5",4355
"3060","sub-308","bean_8","broccoli_7","squash_6","bean_8",1767
"3061","sub-308","popsicle_2","raspberry_2","fried_chicken_7","fried_chicken_7",3134
"3062","sub-308","strawberry_1","potato_6","fried_chicken_7","fried_chicken_7",1917
"3063","sub-308","jelly_bean_7","tomato_1","muffin_8","tomato_1",2279
"3064","sub-308","soup_7","cinnamon_roll_7","cookie_7","soup_7",1623
"3065","sub-308","jelly_bean_7","cookie_7","french_fries_5","french_fries_5",3150
"3066","sub-308","broccoli_7","pie_4","fried_chicken_7","pie_4",3936
"3067","sub-308","gummy_bear_3","squash_6","cinnamon_roll_7","gummy_bear_3",2294
"3068","sub-308","jelly_bean_7","cookie_7","chips_1","chips_1",2710
"3069","sub-308","candy_cane_5","bean_8","sausage_1","candy_cane_5",2005
"3070","sub-308","pineapple_6","broccoli_7","hot_dog_3","hot_dog_3",1406
"3071","sub-308","cauliflower_3","chocolate_candy_4","mac_and_cheese_7","chocolate_candy_4",1574
"3072","sub-308","candy_cane_5","cookie_7","hot_dog_3","hot_dog_3",1317
"3073","sub-308","strawberry_1","tomato_1","crepe_2","crepe_2",1527
"3075","sub-308","rice_5","crepe_2","grilled_cheese_4","rice_5",2863
"3076","sub-308","mushroom_8","chocolate_candy_4","sausage_1","chocolate_candy_4",2374
"3077","sub-308","pineapple_6","hot_dog_3","onion_ring_2","pineapple_6",2214
"3078","sub-308","jelly_bean_7","french_fries_5","mac_and_cheese_7","jelly_bean_7",5158
"3079","sub-308","potato_6","soup_7","cookie_7","cookie_7",2636
"3080","sub-309","apple_3","candy_cane_5","onion_ring_2","candy_cane_5",10246
"3081","sub-309","mushroom_8","doughnut_6","grilled_cheese_4","mushroom_8",8627
"3082","sub-309","broccoli_7","onion_ring_2","sausage_1","sausage_1",4078
"3084","sub-309","popsicle_2","bean_8","cauliflower_3","popsicle_2",8847
"3085","sub-309","jelly_bean_7","squash_6","hot_dog_3","jelly_bean_7",7730
"3086","sub-309","popsicle_2","raspberry_2","onion_ring_2","popsicle_2",4248
"3087","sub-309","rice_5","pie_4","bacon_2","pie_4",5865
"3088","sub-309","mushroom_8","squash_6","pie_4","pie_4",3777
"3089","sub-309","bean_8","pie_4","bacon_2","bacon_2",4745
"3090","sub-309","watermelon_6","cake_7","grilled_cheese_4","watermelon_6",7532
"3091","sub-309","candy_cane_5","strawberry_1","cinnamon_roll_7","candy_cane_5",5373
"3092","sub-309","squash_6","muffin_8","fried_chicken_7","muffin_8",4794
"3093","sub-309","pie_4","chips_1","grilled_cheese_4","pie_4",5771
"3095","sub-309","mushroom_8","cookie_7","chips_1","mushroom_8",6174
"3096","sub-309","potato_6","cake_7","sausage_1","cake_7",5342
"3097","sub-309","popsicle_2","cauliflower_3","doughnut_6","popsicle_2",6926
"3098","sub-309","jelly_bean_7","soup_7","chips_1","soup_7",6167
"3099","sub-309","watermelon_6","bacon_2","onion_ring_2","watermelon_6",4326
"3100","sub-309","popsicle_2","doughnut_6","grilled_cheese_4","grilled_cheese_4",7210
"3101","sub-309","candy_cane_5","crepe_2","pie_4","candy_cane_5",7913
"3102","sub-310","apple_3","doughnut_6","fried_chicken_7","fried_chicken_7",6809
"3103","sub-310","tomato_1","chocolate_candy_4","cinnamon_roll_7","tomato_1",5604
"3104","sub-310","popsicle_2","raspberry_2","hot_dog_3","hot_dog_3",4320
"3106","sub-310","pineapple_6","crepe_2","muffin_8","pineapple_6",3382
"3107","sub-310","apple_3","squash_6","cinnamon_roll_7","cinnamon_roll_7",2344
"3108","sub-310","jelly_bean_7","ice_cream_1","onion_ring_2","onion_ring_2",2402
"3109","sub-310","apple_3","candy_cane_5","gummy_bear_3","gummy_bear_3",9385
"3110","sub-310","apple_3","cauliflower_3","sausage_1","sausage_1",2901
"3111","sub-310","watermelon_6","rice_5","crepe_2","rice_5",4377
"3112","sub-310","strawberry_1","soup_7","cake_7","soup_7",3244
"3113","sub-310","broccoli_7","potato_6","pie_4","pie_4",2607
"3114","sub-310","rice_5","ice_cream_1","bacon_2","ice_cream_1",8292
"3115","sub-310","strawberry_1","rice_5","fried_chicken_7","strawberry_1",3414
"3117","sub-310","bean_8","rice_5","bacon_2","bean_8",4343
"3118","sub-310","cauliflower_3","tomato_1","cinnamon_roll_7","cinnamon_roll_7",2326
"3119","sub-310","watermelon_6","tomato_1","muffin_8","muffin_8",2921
"3120","sub-310","gummy_bear_3","strawberry_1","cookie_7","cookie_7",3972
"3121","sub-310","cookie_7","pie_4","sausage_1","sausage_1",4367
"3122","sub-310","strawberry_1","pie_4","hot_dog_3","hot_dog_3",2401
"3123","sub-310","cinnamon_roll_7","ice_cream_1","mac_and_cheese_7","mac_and_cheese_7",4733
"3124","sub-311","strawberry_1","broccoli_7","cinnamon_roll_7","cinnamon_roll_7",4432
"3125","sub-311","strawberry_1","tomato_1","onion_ring_2","onion_ring_2",2627
"3126","sub-311","pineapple_6","cookie_7","pie_4","pineapple_6",2610
"3127","sub-311","rice_5","cake_7","onion_ring_2","cake_7",3121
"3129","sub-311","potato_6","cake_7","cookie_7","potato_6",3576
"3130","sub-311","broccoli_7","chocolate_candy_4","ice_cream_1","broccoli_7",1812
"3131","sub-311","chocolate_candy_4","grilled_cheese_4","mac_and_cheese_7","chocolate_candy_4",2371
"3132","sub-311","gummy_bear_3","bean_8","potato_6","potato_6",6620
"3133","sub-311","pineapple_6","french_fries_5","sausage_1","pineapple_6",2428
"3134","sub-311","watermelon_6","chocolate_candy_4","hot_dog_3","watermelon_6",2415
"3135","sub-311","bean_8","mushroom_8","fried_chicken_7","fried_chicken_7",5150
"3137","sub-311","mushroom_8","squash_6","bacon_2","bacon_2",3727
"3138","sub-311","muffin_8","chips_1","grilled_cheese_4","grilled_cheese_4",6508
"3139","sub-311","broccoli_7","doughnut_6","muffin_8","broccoli_7",2066
"3140","sub-311","apple_3","popsicle_2","bean_8","popsicle_2",5543
"3141","sub-311","gummy_bear_3","bean_8","broccoli_7","gummy_bear_3",5051
"3142","sub-311","raspberry_2","hot_dog_3","onion_ring_2","raspberry_2",1806
"3143","sub-311","gummy_bear_3","popsicle_2","chips_1","chips_1",3176
"3144","sub-311","bean_8","potato_6","muffin_8","muffin_8",3603
"3145","sub-311","potato_6","tomato_1","crepe_2","crepe_2",1794
"3146","sub-312","strawberry_1","mushroom_8","hot_dog_3","hot_dog_3",18123
"3147","sub-312","popsicle_2","cauliflower_3","mushroom_8","popsicle_2",1899
"3148","sub-312","doughnut_6","muffin_8","pie_4","pie_4",9840
"3149","sub-312","soup_7","squash_6","cinnamon_roll_7","cinnamon_roll_7",1451
"3150","sub-312","pineapple_6","soup_7","cookie_7","cookie_7",1450
"3151","sub-312","apple_3","raspberry_2","grilled_cheese_4","grilled_cheese_4",1362
"3152","sub-312","popsicle_2","rice_5","muffin_8","rice_5",2823
"3153","sub-312","raspberry_2","soup_7","bacon_2","soup_7",4757
"3154","sub-312","pineapple_6","rice_5","muffin_8","rice_5",1859
"3155","sub-312","watermelon_6","broccoli_7","soup_7","soup_7",1815
"3156","sub-312","candy_cane_5","fried_chicken_7","grilled_cheese_4","candy_cane_5",2898
"3157","sub-312","cauliflower_3","mac_and_cheese_7","onion_ring_2","onion_ring_2",8837
"3158","sub-312","broccoli_7","tomato_1","cake_7","cake_7",1346
"3159","sub-312","raspberry_2","watermelon_6","chocolate_candy_4","chocolate_candy_4",1420
"3160","sub-312","cauliflower_3","hot_dog_3","sausage_1","cauliflower_3",1525
"3161","sub-312","bean_8","doughnut_6","fried_chicken_7","bean_8",2805
"3163","sub-312","raspberry_2","potato_6","hot_dog_3","hot_dog_3",4875
"3164","sub-312","gummy_bear_3","muffin_8","hot_dog_3","hot_dog_3",3507
"3166","sub-312","watermelon_6","bean_8","muffin_8","watermelon_6",5799
"3167","sub-312","pie_4","grilled_cheese_4","sausage_1","pie_4",2359
"3168","sub-313","pineapple_6","pie_4","fried_chicken_7","fried_chicken_7",3099
"3169","sub-313","apple_3","mac_and_cheese_7","sausage_1","sausage_1",1881
"3170","sub-313","strawberry_1","chocolate_candy_4","crepe_2","strawberry_1",2657
"3171","sub-313","gummy_bear_3","cookie_7","mac_and_cheese_7","gummy_bear_3",3903
"3172","sub-313","mushroom_8","potato_6","squash_6","squash_6",4434
"3174","sub-313","squash_6","cookie_7","doughnut_6","squash_6",2881
"3175","sub-313","cauliflower_3","bacon_2","hot_dog_3","cauliflower_3",2512
"3176","sub-313","potato_6","squash_6","chips_1","chips_1",2941
"3177","sub-313","raspberry_2","soup_7","cinnamon_roll_7","soup_7",3836
"3178","sub-313","squash_6","ice_cream_1","hot_dog_3","squash_6",2392
"3179","sub-313","gummy_bear_3","popsicle_2","watermelon_6","gummy_bear_3",8326
"3180","sub-313","raspberry_2","broccoli_7","ice_cream_1","ice_cream_1",3158
"3181","sub-313","cookie_7","muffin_8","chips_1","chips_1",5942
"3182","sub-313","tomato_1","bacon_2","hot_dog_3","tomato_1",2649
"3183","sub-313","strawberry_1","crepe_2","fried_chicken_7","fried_chicken_7",3464
"3184","sub-313","pineapple_6","broccoli_7","doughnut_6","doughnut_6",2774
"3185","sub-313","jelly_bean_7","watermelon_6","fried_chicken_7","fried_chicken_7",7512
"3186","sub-313","bean_8","rice_5","sausage_1","sausage_1",3500
"3188","sub-313","soup_7","doughnut_6","muffin_8","soup_7",2942
"3189","sub-313","candy_cane_5","crepe_2","fried_chicken_7","fried_chicken_7",3618
"3190","sub-314","potato_6","cinnamon_roll_7","grilled_cheese_4","potato_6",7500
"3191","sub-314","broccoli_7","soup_7","fried_chicken_7","fried_chicken_7",1757
"3192","sub-314","bean_8","cinnamon_roll_7","crepe_2","bean_8",5188
"3193","sub-314","apple_3","cinnamon_roll_7","hot_dog_3","apple_3",1869
"3194","sub-314","crepe_2","doughnut_6","sausage_1","sausage_1",76849
"3195","sub-314","gummy_bear_3","pineapple_6","chocolate_candy_4","pineapple_6",2384
"3196","sub-314","candy_cane_5","hot_dog_3","onion_ring_2","candy_cane_5",2276
"3197","sub-314","jelly_bean_7","pineapple_6","strawberry_1","jelly_bean_7",1993
"3198","sub-314","watermelon_6","cinnamon_roll_7","crepe_2","watermelon_6",1786
"3199","sub-314","candy_cane_5","cinnamon_roll_7","hot_dog_3","candy_cane_5",983
"3201","sub-314","popsicle_2","cookie_7","sausage_1","sausage_1",2320
"3202","sub-314","gummy_bear_3","potato_6","pie_4","potato_6",1392
"3203","sub-314","candy_cane_5","bean_8","crepe_2","candy_cane_5",1561
"3204","sub-314","candy_cane_5","strawberry_1","chocolate_candy_4","strawberry_1",1340
"3205","sub-314","raspberry_2","cake_7","doughnut_6","doughnut_6",1671
